,BirthDate,MaritalStatus,YearlyIncome,Gender,TotalChildren,NumberChildrenAtHome,Education,Occupation,HomeOwner,CommuteDistance,NumberOfPurchases,ProfitGenerated,Assignments
417,1960,True,2,0,1,0,2,1,True,2,1,8121.4437,3
418,1959,True,2,0,1,0,2,1,True,0,1,6319.3429,3
419,1959,True,2,0,5,5,4,2,True,4,3,10667.9282,3
420,1958,True,2,1,1,0,3,2,True,2,1,15410.3248,3
421,1958,True,2,1,1,0,3,2,True,0,1,11826.2081,3
422,1958,False,2,1,1,0,3,2,True,2,1,19216.8282,3
423,1968,False,2,1,2,2,3,2,False,0,1,10273.2198,3
424,1968,False,2,0,2,2,3,2,False,0,1,7918.3233,3
425,1967,True,2,1,5,5,3,2,True,4,3,15927.8436,3
426,1969,False,4,0,1,0,4,3,True,2,1,26303.5608,0
427,1967,True,3,0,5,5,4,3,True,0,3,7836.032,0
428,1967,False,3,0,5,5,4,3,True,0,3,9842.1545,0
429,1966,True,3,0,5,5,4,3,False,0,3,6566.0418,0
430,1966,True,3,0,5,5,4,3,True,0,3,7785.1869,0
431,1966,True,3,0,5,5,4,3,True,0,3,7882.5619,0
432,1965,False,2,1,0,0,3,2,False,3,1,27874.0458,3
433,1965,False,2,1,0,0,3,2,True,3,1,33439.1881,3
434,1964,True,2,0,3,3,3,2,True,3,2,12729.5879,3
435,1964,True,2,1,4,4,3,2,True,3,2,15508.5015,3
436,1964,False,2,0,4,4,3,2,True,4,3,16571.7074,3
437,1968,False,3,1,4,4,2,1,False,0,3,7569.4983,1
438,1978,False,1,0,0,0,2,1,True,3,1,12742.1386,1
439,1946,False,1,0,2,0,2,0,True,3,2,7098.6108,1
440,1947,True,0,0,4,0,1,1,False,1,2,1132.1434,1
441,1978,False,2,1,0,0,2,1,True,3,2,23228.2525,3
442,1978,True,2,0,0,0,2,1,False,0,2,6600.1401,3
443,1977,False,1,1,0,0,0,0,False,1,2,5397.532,1
444,1977,False,1,1,0,0,0,0,True,3,2,10631.696,1
445,1977,True,1,1,0,0,2,1,False,1,2,6742.8801,1
446,1977,True,2,1,0,0,2,1,True,3,2,18552.2667,3
447,1977,False,2,1,0,0,2,1,False,1,2,11816.0348,3
448,1977,True,3,1,3,0,3,3,True,0,3,14931.3916,0
449,1976,False,2,1,0,0,2,1,True,3,2,23234.0991,3
450,1949,True,0,1,2,1,0,0,True,3,2,2270.3322,1
451,1949,True,0,0,2,1,0,0,True,3,2,1649.0393,1
452,1950,False,1,0,3,0,2,0,False,1,2,3482.5026,1
453,1980,True,0,1,0,0,2,1,False,1,2,2697.6373,1
454,1980,False,2,0,0,0,2,1,True,3,2,17852.1253,3
455,1952,True,1,0,2,0,2,1,True,3,2,7449.2657,1
456,1954,False,3,1,2,0,2,1,False,1,2,10544.388,1
457,1975,True,2,1,0,0,2,1,True,3,2,18589.8045,3
458,1974,False,1,0,0,0,1,1,True,3,2,11164.4152,1
459,1973,False,2,1,0,0,2,2,True,3,2,26707.6358,3
460,1973,False,2,0,0,0,2,2,False,0,2,9526.698,3
461,1973,False,2,0,0,0,2,2,False,0,2,9541.5611,3
462,1973,False,2,0,0,0,2,2,True,3,3,20611.3535,3
463,1955,True,3,1,2,0,1,1,False,1,2,7368.4795,1
464,1956,False,2,1,2,0,1,1,False,1,2,7534.2402,1
465,1956,False,2,0,2,0,1,1,True,3,3,11373.7113,3
466,1956,False,2,1,2,0,1,1,True,3,2,14787.8239,3
467,1958,False,4,0,0,0,4,3,False,0,2,21281.0332,0
468,1958,False,4,1,0,0,4,3,False,0,2,27597.8602,0
469,1973,False,3,0,0,0,3,3,False,2,1,22771.5922,0
470,1974,True,2,0,0,0,2,2,False,1,3,8444.0993,3
471,1974,False,2,0,0,0,2,2,False,1,2,10461.2365,3
472,1974,False,2,1,0,0,2,2,False,3,2,22341.6519,3
473,1974,False,2,0,0,0,1,2,False,1,2,9232.6238,3
474,1959,False,4,0,1,3,3,3,False,0,3,17779.3428,0
475,1959,True,4,0,0,1,4,3,True,0,3,18541.0497,0
476,1966,True,4,1,0,2,4,3,True,0,3,24125.47,0
477,1957,False,2,0,2,0,1,2,False,1,2,6624.9901,3
478,1957,True,3,0,2,1,3,3,False,0,1,9251.5162,0
479,1962,False,2,0,1,0,2,1,True,3,1,14168.8789,3
480,1962,False,2,0,1,0,2,1,True,3,1,14261.5203,3
481,1962,False,2,0,1,0,2,1,True,3,1,14184.1059,3
482,1966,False,4,0,0,0,4,3,False,1,3,23387.8581,0
483,1960,True,2,0,1,0,2,1,True,3,1,11348.1039,3
484,1965,False,2,0,0,0,3,2,False,0,1,11888.437,3
485,1965,False,3,0,5,5,3,2,True,1,4,10386.145,2
486,1964,False,2,0,0,0,3,2,True,3,1,25710.4875,3
487,1963,False,2,0,0,0,3,2,True,3,1,25779.638,3
488,1963,False,2,1,0,0,3,2,False,0,2,15469.8458,3
489,1962,True,2,1,1,0,2,1,True,0,1,8256.0601,3
490,1962,True,2,1,5,4,2,1,True,3,2,10024.1573,3
491,1961,True,2,0,5,4,2,1,True,0,2,4233.1131,3
492,1957,False,3,0,1,0,2,1,True,3,1,17389.9421,1
493,1960,True,2,0,3,2,2,1,False,0,2,4171.6975,3
494,1949,True,0,1,2,1,1,1,True,3,2,3056.4994,1
495,1980,True,1,1,0,0,1,1,True,3,2,11602.7674,1
496,1980,False,1,0,0,0,1,1,False,0,2,5075.0629,1
497,1979,True,1,0,0,0,1,1,True,3,2,8914.9,1
498,1980,False,1,1,0,0,1,1,True,3,2,14446.6545,1
499,1978,False,1,1,0,0,0,0,False,3,3,8893.0789,1
500,1978,False,1,1,0,0,1,1,True,3,2,14475.6529,1
501,1978,True,1,0,0,0,1,1,True,3,2,8899.6726,1
502,1977,False,1,0,0,0,0,0,False,3,2,6814.4592,1
503,1977,False,1,0,0,0,1,1,True,3,2,11090.1246,1
504,1979,False,1,1,0,0,0,0,False,3,2,8824.0885,1
505,1979,False,1,1,0,0,0,0,False,3,2,8881.8297,1
506,1979,False,1,0,0,0,1,1,False,0,2,5156.8459,1
507,1941,True,1,1,2,0,3,3,True,3,2,16586.0472,0
508,1941,True,1,1,2,0,3,3,False,0,2,7788.8761,0
509,1941,True,1,0,2,0,3,3,True,0,2,7096.4019,0
510,1943,False,1,1,2,0,3,3,True,3,3,20820.6399,0
511,1943,True,2,1,2,0,4,3,True,1,1,12343.1708,0
512,1975,True,1,1,0,0,1,1,True,3,2,11572.2093,1
513,1975,True,1,1,0,0,1,1,True,3,2,11640.413,1
514,1974,True,1,1,0,0,2,1,True,3,1,13179.8066,1
515,1974,False,1,0,0,0,2,1,True,3,1,12664.3721,1
516,1974,False,1,0,0,0,2,1,False,1,1,6454.0225,1
517,1974,False,1,0,0,0,2,1,False,1,1,6536.1228,1
518,1972,False,2,0,0,0,2,1,True,3,2,17829.1549,3
519,1968,False,3,0,0,0,3,3,True,1,1,23193.9698,0
520,1967,False,4,1,0,0,3,3,False,1,3,35026.5153,0
521,1967,False,4,1,0,0,4,3,True,0,2,33116.4854,0
522,1968,True,3,1,4,4,3,3,True,0,1,12634.1062,0
523,1968,True,3,0,4,4,3,3,False,0,1,8112.7262,0
524,1942,True,4,1,2,2,4,3,True,3,3,31604.0217,0
525,1943,True,4,0,2,2,4,3,True,3,3,24297.9707,0
526,1943,True,4,0,2,2,3,3,True,0,4,15536.7209,0
527,1943,True,4,1,2,2,3,3,True,0,4,20207.6354,0
528,1943,True,4,1,1,1,3,3,True,0,4,22147.9272,0
529,1944,True,2,1,4,0,3,3,True,4,2,22671.5111,0
530,1944,True,2,1,4,0,3,3,True,4,2,22695.4578,0
531,1944,False,2,1,4,0,3,3,True,4,2,28343.9038,0
532,1944,True,2,1,4,0,3,3,True,4,2,22676.6764,0
533,1944,True,2,1,4,0,3,3,True,4,2,22715.1623,0
534,1944,True,2,1,4,0,3,3,False,1,2,10402.0534,0
535,1944,True,2,1,4,0,3,3,True,4,2,22678.3767,0
536,1944,True,2,1,4,0,3,3,True,1,2,12549.5028,0
537,1944,True,2,1,4,0,3,3,True,1,3,12539.9916,0
538,1944,False,2,0,4,0,3,3,True,4,2,21801.5489,0
539,1944,False,2,1,4,0,3,3,True,4,3,28417.6824,0
540,1944,True,2,0,5,0,3,3,True,4,3,16228.0301,0
541,1946,False,2,0,4,0,3,3,True,4,3,21803.958,0
542,1946,False,2,0,5,0,3,3,True,4,3,20199.8403,0
543,1946,True,2,0,5,0,3,3,True,4,2,16223.5388,0
544,1946,True,2,0,4,1,3,3,True,4,1,15823.4578,0
545,1947,True,2,1,5,0,3,3,False,2,3,11445.6422,0
546,1947,False,2,1,4,1,3,3,True,4,1,25848.045,0
547,1947,False,2,0,4,1,3,3,True,4,1,19768.0039,0
548,1948,True,1,1,2,1,1,2,True,2,2,6391.71,2
549,1948,True,2,1,2,1,2,2,True,2,2,10294.9792,3
550,1949,False,2,0,2,1,2,2,True,4,2,15128.9587,3
551,1949,False,2,0,2,1,2,2,False,2,2,8270.3592,3
552,1949,True,2,1,4,1,2,2,True,1,2,7586.7443,3
553,1949,True,2,0,4,1,2,2,True,4,3,10570.2952,3
554,1949,False,2,0,5,1,2,2,True,4,2,12279.3735,3
555,1950,True,1,1,2,1,0,1,True,2,2,5211.2453,1
556,1950,True,1,1,2,1,0,1,True,2,2,5315.5919,1
557,1950,False,2,0,2,1,2,2,True,4,2,15107.3588,3
558,1950,True,2,0,2,1,2,2,True,2,1,7823.9894,3
559,1950,True,2,0,4,2,2,2,True,1,1,5808.6654,3
560,1951,True,2,1,2,1,1,2,True,4,2,13781.0018,3
561,1951,True,2,1,2,1,1,2,True,4,2,13748.1867,3
562,1951,False,2,0,2,1,1,2,True,2,2,8657.099,3
563,1951,True,2,1,2,1,2,2,True,2,1,10235.8807,3
564,1951,True,2,0,2,1,2,2,True,4,1,12052.5985,3
565,1951,True,2,1,2,1,2,2,False,2,1,8527.0622,3
566,1952,False,2,1,3,1,1,2,True,4,2,16122.7218,3
567,1952,True,2,0,4,2,2,2,True,4,2,10620.671,3
568,1957,False,4,0,2,3,2,2,True,3,3,23294.146,2
569,1957,True,4,0,2,2,2,2,True,0,2,10358.1647,2
570,1956,True,3,0,2,3,2,2,True,2,4,9649.3831,2
571,1956,True,4,0,3,3,1,2,True,3,4,15313.3865,2
572,1956,True,4,0,3,3,1,2,True,3,5,15258.8836,2
573,1956,False,4,0,3,3,1,2,True,3,4,19129.4932,2
574,1955,True,3,1,2,1,1,2,False,2,2,9131.0355,2
575,1955,True,4,0,3,4,2,2,True,3,4,17508.5293,2
576,1955,True,4,0,3,3,2,2,True,3,3,17479.2826,2
577,1955,True,4,1,3,3,1,2,True,0,4,11089.7827,2
578,1933,True,2,1,4,0,4,3,True,0,2,9852.4144,0
579,1965,False,3,1,4,4,2,2,False,0,3,8786.0001,2
580,1965,False,3,0,4,4,2,2,True,2,3,10552.8368,2
581,1965,False,3,0,4,1,3,3,True,2,4,15885.1141,0
582,1965,True,3,1,4,1,3,3,True,2,4,16551.2435,0
583,1965,True,3,0,4,1,2,2,True,0,4,6472.0971,2
584,1965,True,3,1,4,1,2,2,True,2,4,10986.4361,2
585,1965,False,4,1,3,2,3,3,False,1,4,21631.8177,0
586,1964,True,3,0,5,2,2,2,True,2,1,7851.5394,2
587,1964,True,4,1,2,2,4,3,True,1,2,19265.1457,0
588,1964,True,4,1,2,2,3,3,True,1,3,22256.3625,0
589,1964,True,4,1,2,2,3,3,True,0,3,20283.4988,0
590,1934,True,2,0,4,0,4,3,True,3,2,13660.856,0
591,1963,True,3,0,4,3,2,2,True,2,2,8456.1959,2
592,1963,False,3,0,0,0,2,2,True,3,1,25283.6195,2
593,1963,True,3,0,5,2,2,2,True,2,1,7906.7828,2
594,1963,False,4,1,4,3,2,2,True,3,3,26593.8158,2
595,1963,False,4,1,2,1,3,3,False,0,2,21091.5821,0
596,1963,True,4,1,3,1,3,3,True,0,3,18941.0208,0
597,1962,True,3,1,5,4,2,2,True,0,2,7844.0209,2
598,1962,True,3,1,5,4,2,2,True,3,2,14151.4465,2
599,1962,False,3,1,1,1,2,2,True,3,3,23766.6732,2
600,1961,True,3,1,5,4,2,2,True,3,3,14123.4177,2
601,1961,False,4,0,1,1,1,2,True,3,5,22334.4038,2
602,1961,True,4,0,1,1,3,3,False,2,2,18459.2804,0
603,1961,False,4,0,1,1,3,3,False,0,3,17777.0019,0
604,1961,False,4,1,1,1,3,3,False,0,3,22967.3525,0
605,1961,True,4,1,1,1,3,3,True,2,3,28742.5089,0
606,1961,True,4,1,1,0,4,3,False,2,4,22908.3649,0
607,1955,False,2,1,2,0,1,2,False,3,2,14151.9686,3
608,1955,False,2,1,2,0,1,2,False,3,2,14133.3272,3
609,1954,True,3,1,2,0,0,1,True,3,2,13811.6071,2
610,1936,True,4,0,2,2,4,3,True,0,3,13430.5659,0
611,1960,True,2,0,5,4,1,2,True,2,4,5647.2583,3
612,1960,True,3,0,5,4,2,2,True,3,3,10878.195,2
613,1960,True,3,1,3,2,2,2,True,1,4,9958.8037,2
614,1960,False,3,1,0,2,2,2,False,1,3,15206.1545,2
615,1960,True,3,1,0,0,2,2,True,1,3,16034.3148,2
616,1960,False,4,0,3,3,2,2,True,3,4,21846.4569,2
617,1960,True,4,0,4,3,3,3,True,2,3,17625.6288,0
618,1954,True,2,0,2,0,0,1,True,3,2,8683.1671,3
619,1953,False,2,0,3,0,4,3,True,3,2,18249.0862,0
620,1953,False,2,0,3,0,4,3,True,1,2,11154.6762,0
621,1953,True,2,1,3,0,4,3,False,1,3,9644.6322,0
622,1953,True,2,1,3,0,4,3,True,3,2,19014.2726,0
623,1952,False,1,0,3,0,2,2,False,1,3,5119.8035,1
624,1937,True,2,1,4,0,4,3,True,4,3,19697.3774,0
625,1938,True,3,0,2,3,4,3,True,1,3,10649.6452,0
626,1938,True,3,1,2,2,4,3,True,1,3,13845.517,0
627,1938,True,4,1,2,2,4,3,True,3,3,31500.349,0
628,1938,True,4,1,2,2,4,3,True,2,3,22763.4185,0
629,1938,False,4,0,2,2,3,3,False,0,5,16202.1834,0
630,1939,True,3,0,5,0,3,3,True,3,3,17835.8322,0
631,1940,False,3,1,4,0,3,3,True,3,3,31341.6769,0
632,1940,True,4,0,2,2,3,3,True,2,4,20248.9903,0
633,1940,True,4,0,2,2,3,3,True,0,5,15566.5828,0
634,1954,True,0,1,2,0,2,Manual,True,2,1,2591.2907,1
635,1980,False,0,1,0,0,2,Manual,False,2,1,3688.3729,1
636,1979,False,0,1,0,0,2,Manual,False,2,1,3660.5617,1
637,1980,False,0,0,0,0,2,Manual,False,2,1,2869.1183,1
638,1958,False,0,1,2,0,2,Manual,True,2,1,3200.27,1
639,1970,False,0,0,0,0,2,Manual,True,2,1,3436.0708,1
640,1952,False,0,1,3,0,2,Manual,False,0,2,1905.6373,1
641,1944,False,3,1,5,0,2,2,False,2,2,11754.4724,2
642,1944,True,4,1,3,4,3,3,True,0,3,18868.7156,0
643,1944,True,4,0,3,3,3,3,True,3,3,26184.6014,0
644,1944,True,4,1,3,5,3,3,True,0,5,18987.8167,0
645,1945,False,2,1,3,1,0,1,True,4,4,13380.4335,3
646,1945,True,2,1,5,1,1,2,False,2,2,6060.1046,3
647,1945,False,3,0,5,0,2,2,False,2,2,8963.1808,2
648,1945,True,4,1,3,3,4,3,False,3,4,24576.8197,0
649,1946,False,3,0,5,0,2,2,True,4,2,16665.9966,2
650,1946,False,3,0,2,2,3,3,True,4,4,27841.4122,0
651,1946,True,3,1,2,2,3,3,False,2,4,15710.5407,0
652,1946,True,4,0,4,4,2,2,True,0,4,9060.6255,2
653,1946,False,4,1,4,4,2,2,False,0,4,12350.06,2
654,1953,True,3,1,4,2,2,2,True,4,2,16975.9578,2
655,1954,True,3,1,4,2,1,2,True,2,1,9599.7377,2
656,1954,False,4,1,3,3,2,2,False,0,4,13180.5902,2
657,1954,False,4,0,3,3,1,2,False,0,4,8841.0745,2
658,1954,False,4,1,4,4,1,2,False,0,1,10710.593,2
659,1953,True,3,1,3,5,3,3,True,4,4,27196.2663,0
660,1953,False,3,1,3,3,3,3,True,4,4,33870.1412,0
661,1953,True,4,0,4,4,2,2,True,4,2,18141.8512,2
662,1953,True,4,1,5,5,2,2,False,4,3,18224.1651,2
663,1953,True,4,1,2,2,3,3,True,0,3,20192.7807,0
664,1952,True,3,0,4,1,1,2,True,4,2,11406.5993,2
665,1952,False,4,0,4,4,2,2,True,4,3,22725.3128,2
666,1951,True,2,0,5,2,0,1,True,2,3,4604.8186,3
667,1951,True,3,0,4,1,1,2,True,4,3,11295.5459,2
668,1951,True,3,1,4,2,1,2,True,4,2,14739.8639,2
669,1951,False,3,1,4,1,1,2,True,4,3,18513.2446,2
670,1951,True,4,0,4,4,1,2,True,4,3,15865.4439,2
671,1951,False,4,1,0,0,2,3,False,0,4,25451.1067,0
672,1950,False,3,1,3,3,2,3,True,4,4,27151.1261,0
673,1950,False,4,1,4,4,1,3,False,0,3,12869.7667,0
674,1950,False,4,0,0,0,2,3,False,0,4,19565.7996,0
675,1949,True,3,1,3,3,2,3,True,3,4,19581.4505,0
676,1948,False,2,0,5,1,0,1,True,4,4,8930.6761,3
677,1948,True,3,1,4,1,1,3,True,3,3,15914.2973,0
678,1948,True,3,1,4,1,1,3,False,3,3,13290.1727,0
679,1948,True,4,1,5,5,1,3,True,4,4,23078.706,0
680,1948,False,4,1,3,3,1,3,False,0,4,13883.853,0
681,1947,False,4,1,5,5,4,2,False,0,4,12355.3026,2
682,1975,False,2,1,0,0,3,2,False,3,2,27825.3286,3
683,1976,False,2,0,0,0,3,2,False,4,3,23811.7028,3
684,1976,False,2,1,0,0,3,2,False,4,3,30968.4066,3
685,1976,False,2,0,0,0,3,2,True,4,3,28533.6787,3
686,1976,True,3,0,0,0,3,2,True,4,2,28108.3776,2
687,1975,True,2,0,0,0,3,2,True,4,3,22863.0703,3
688,1974,True,2,0,0,0,3,2,True,4,4,22877.3538,3
689,1975,False,3,0,0,0,3,2,False,4,3,29266.6492,2
690,1975,False,3,0,0,0,3,2,True,4,3,35117.6648,2
691,1975,True,3,0,0,0,3,2,False,4,2,23327.2636,2
692,1974,True,3,1,0,0,3,2,True,4,2,36522.0666,2
693,1974,False,3,0,0,0,3,2,True,4,3,35148.6808,2
694,1973,True,3,1,0,0,3,2,True,4,3,36539.4947,2
695,1973,True,3,1,0,0,1,3,False,4,2,25547.2589,0
696,1973,True,4,1,0,0,2,3,False,4,3,40784.6632,0
697,1973,True,4,1,0,1,2,3,False,4,3,36996.0082,0
698,1973,False,4,0,0,0,0,2,True,4,4,32667.6566,2
699,1971,False,3,0,0,0,3,2,False,4,3,29290.7218,2
700,1971,False,3,0,0,0,1,3,True,4,3,29546.9404,0
701,1970,True,3,0,0,0,0,2,True,4,4,18704.2056,2
702,1970,True,4,0,5,5,4,2,True,0,4,9109.0063,2
703,1971,False,4,1,0,0,2,3,True,0,4,30576.7267,0
704,1971,True,4,0,4,6,0,3,False,4,5,15174.7978,0
705,1941,True,4,0,2,3,3,3,True,2,4,20198.1678,0
706,1942,True,3,1,5,0,3,3,False,1,2,11927.0869,0
707,1942,True,3,0,5,0,3,3,True,3,2,17935.9634,0
708,1973,False,0,0,0,0,0,Manual,False,0,3,1875.0075,1
709,1973,False,0,1,0,0,0,Manual,False,1,2,2562.6223,1
710,1963,False,2,1,4,4,3,2,False,0,4,8950.9923,3
711,1963,True,2,1,3,2,3,2,True,3,2,16565.2829,3
712,1963,False,2,0,3,2,3,2,True,3,2,15947.4766,3
713,1980,False,0,0,0,0,0,Manual,False,0,2,1826.2614,1
714,1980,False,0,1,0,0,0,Manual,True,1,2,3075.6466,1
715,1980,False,0,0,0,0,0,Manual,False,1,2,2048.1229,1
716,1980,False,0,1,0,0,0,Manual,False,1,2,2556.268,1
717,1979,False,1,0,0,0,2,0,True,2,1,7151.029,1
718,1972,False,0,0,0,0,0,Manual,False,1,2,2067.8431,1
719,1973,False,1,1,0,0,1,Manual,False,1,1,6752.7608,1
720,1973,True,1,0,1,1,3,1,True,0,1,5108.8742,1
721,1972,False,1,1,0,0,1,Manual,False,2,1,8006.3637,1
722,1972,False,1,0,1,1,2,0,False,0,1,3249.163,1
723,1971,False,0,0,0,0,0,Manual,False,0,2,1799.2909,1
724,1971,False,0,0,0,0,0,Manual,False,1,3,2024.3521,1
725,1971,False,1,1,0,0,1,Manual,True,2,1,9711.1653,1
726,1971,False,1,0,2,2,2,0,True,0,1,3632.6077,1
727,1971,False,1,0,2,2,2,0,True,1,1,3980.9015,1
728,1971,False,1,1,2,2,2,0,True,0,2,4669.9614,1
729,1971,False,1,1,2,2,2,0,True,1,2,5085.5575,1
730,1971,False,1,0,2,2,2,0,True,0,2,3617.6155,1
731,1970,False,1,1,2,2,2,0,True,1,2,5128.0311,1
732,1975,False,1,1,3,3,2,0,True,0,1,4351.2799,1
733,1953,False,0,1,2,0,1,Manual,False,1,2,2039.4863,1
734,1953,True,1,0,1,0,3,1,True,3,1,10212.8336,1
735,1954,False,0,0,3,0,0,0,False,1,2,1139.7912,1
736,1954,True,1,1,1,0,1,0,True,3,1,7123.827,1
737,1954,True,1,0,1,0,2,0,True,0,1,3461.1268,1
738,1955,True,1,1,1,0,2,0,True,1,1,4944.0703,1
739,1955,True,1,1,1,0,2,0,True,1,1,4957.1157,1
740,1955,True,1,1,1,0,2,0,True,1,1,4947.1925,1
741,1955,True,1,1,1,0,2,0,True,1,1,4981.6986,1
742,1955,True,1,1,1,0,2,0,True,1,1,5006.9797,1
743,1955,True,1,0,1,0,2,0,True,0,1,3542.6195,1
744,1956,True,1,0,1,0,2,0,True,0,1,3444.8076,1
745,1956,True,1,1,1,0,2,0,True,0,1,4533.0707,1
746,1957,True,1,1,1,0,2,0,True,1,1,4927.4689,1
747,1957,True,1,0,1,0,2,0,True,0,1,3410.4349,1
748,1957,True,1,0,1,0,2,0,True,1,1,3771.7452,1
749,1957,True,1,1,1,0,2,0,True,1,1,4908.0924,1
750,1967,True,0,1,1,1,2,Manual,True,2,1,2542.3135,1
751,1966,True,0,0,1,1,1,Manual,True,2,1,1788.0174,1
752,1966,True,1,1,1,1,3,0,True,2,1,6676.6367,1
753,1966,True,1,1,1,1,3,1,True,0,1,6717.1559,1
754,1966,True,1,0,1,1,3,1,True,0,3,5138.0063,1
755,1965,False,0,1,4,3,0,Manual,True,0,2,1726.5395,1
756,1965,True,0,0,2,2,1,Manual,False,0,1,942.3066,1
757,1964,False,0,0,2,2,1,Manual,True,0,2,1509.1093,1
758,1963,False,0,1,3,3,1,Manual,True,0,2,1755.6506,1
759,1964,True,1,0,2,2,2,0,False,0,2,2482.52,1
760,1964,False,1,1,2,2,2,0,True,0,2,4637.3068,1
761,1979,False,1,0,3,3,2,0,True,0,1,3316.0632,1
762,1979,False,1,1,3,3,2,0,True,0,1,4384.4541,1
763,1979,False,1,1,3,3,2,0,True,0,2,4422.6862,1
764,1979,False,1,0,3,3,2,0,True,0,3,3293.3419,1
765,1962,True,1,1,1,0,3,1,True,0,1,7349.613,1
766,1978,True,1,0,3,3,2,0,False,0,2,2228.96,1
767,1977,False,1,0,0,0,2,0,False,0,1,4545.0994,1
768,1977,False,1,0,0,0,2,0,True,2,1,7062.0718,1
769,1977,False,1,1,0,0,2,0,False,0,1,5941.5423,1
770,1976,False,0,1,0,0,1,Manual,False,2,1,3243.0683,1
771,1975,False,0,0,0,0,0,Manual,False,0,3,1847.4684,1
772,1972,False,1,0,4,4,2,0,True,0,2,3184.4076,1
773,1940,True,4,1,1,1,4,3,True,0,4,19189.6832,0
774,1954,True,0,1,2,0,2,Manual,True,0,1,1956.1816,1
775,1939,True,0,1,2,0,3,0,True,2,1,2723.2861,1
776,1940,True,0,1,2,0,3,0,True,2,1,2600.4962,1
777,1941,True,0,0,2,0,2,Manual,True,2,1,2046.4334,1
778,1980,False,0,0,0,0,2,Manual,False,2,1,2797.2945,1
779,1977,False,0,0,0,0,1,Manual,False,0,2,1920.4877,1
780,1959,True,0,0,2,0,2,Manual,True,0,1,1501.8511,1
781,1969,True,0,1,0,0,2,Manual,False,1,1,2490.4334,1
782,1952,True,0,0,2,0,2,Manual,True,0,1,1550.2033,1
783,1951,True,0,0,2,0,2,Manual,True,1,1,1653.3588,1
784,1944,False,2,1,5,1,1,2,True,4,2,14008.8451,3
785,1944,True,3,0,5,0,3,3,True,2,2,12958.9101,0
786,1945,True,4,1,3,3,3,3,True,3,4,34110.0589,0
787,1945,True,4,1,4,4,3,3,True,3,4,31867.3747,0
788,1946,False,3,1,5,0,2,2,False,2,2,11672.6687,2
789,1946,True,3,0,2,4,3,3,True,4,4,22356.6663,0
790,1946,True,4,1,4,4,2,2,True,3,4,21167.9429,2
791,1953,False,3,1,4,2,2,2,True,4,2,21100.0408,2
792,1954,True,3,1,3,3,1,2,True,4,3,15815.4369,2
793,1954,True,3,1,3,5,1,2,True,2,3,10320.0631,2
794,1953,True,4,0,3,3,3,3,True,4,3,29169.1192,0
795,1953,True,4,0,4,5,2,2,True,4,2,18088.9881,2
796,1953,True,4,0,0,2,3,3,True,4,6,42856.7071,0
797,1952,False,3,1,4,1,1,2,True,4,2,18524.3016,2
798,1952,True,4,0,4,4,2,2,True,4,3,18144.2291,2
799,1952,True,4,0,4,4,2,2,True,4,4,18149.6889,2
800,1951,True,3,1,4,1,1,2,True,4,3,14785.0071,2
801,1950,True,3,1,4,1,1,3,True,3,3,15975.1616,0
802,1950,True,4,0,4,4,1,3,True,4,5,19044.3897,0
803,1950,True,4,0,4,4,3,3,True,0,3,13523.2123,0
804,1950,True,4,0,2,2,2,3,False,4,3,20711.7617,0
805,1949,True,3,1,5,1,1,3,True,3,3,14790.911,0
806,1949,True,3,1,4,1,1,3,True,4,3,17704.2754,0
807,1949,True,4,0,4,4,1,3,True,4,3,19002.6123,0
808,1949,True,4,0,0,2,1,3,True,0,5,14945.6775,0
809,1948,True,3,1,5,1,1,3,True,4,4,16403.3095,0
810,1947,True,3,0,5,1,0,1,True,4,5,8707.736,2
811,1947,True,3,0,5,1,0,1,True,4,4,8686.5808,2
812,1947,True,4,0,5,5,2,2,True,0,4,8446.3885,2
813,1975,True,2,0,0,0,3,2,True,4,4,22833.2846,3
814,1975,False,2,1,0,0,3,2,False,2,4,20113.1121,3
815,1976,True,2,0,0,0,3,2,True,4,2,22870.9886,3
816,1976,False,2,0,0,0,3,2,True,4,2,28548.1116,3
817,1976,False,2,1,0,0,3,2,False,4,3,30988.969,3
818,1975,False,2,0,0,0,3,2,False,4,3,23822.6433,3
819,1974,False,2,1,0,0,3,2,False,4,3,30989.8727,3
820,1975,False,3,1,0,0,3,2,False,4,3,37985.1608,2
821,1975,True,3,1,0,0,3,2,True,4,3,36592.8623,2
822,1973,False,3,0,0,0,3,2,False,4,3,29295.9055,2
823,1974,False,3,0,0,0,3,2,True,4,2,35147.3989,2
824,1974,False,4,0,4,4,1,3,True,0,4,11927.0408,0
825,1973,True,3,0,0,1,1,3,False,4,2,17916.4378,0
826,1972,False,3,1,0,0,3,2,False,4,3,38021.7341,2
827,1972,False,3,0,0,0,3,2,False,4,3,29256.1024,2
828,1973,True,3,0,0,0,1,3,False,4,2,19704.9136,0
829,1973,False,4,0,5,5,0,2,True,4,4,17623.0903,2
830,1973,True,4,1,0,0,0,2,True,4,4,33926.0853,2
831,1972,True,3,0,0,0,3,2,True,4,3,28048.9514,2
832,1972,False,3,0,0,0,3,2,True,4,3,35167.0875,2
833,1972,False,3,1,0,0,3,2,False,4,3,38068.078,2
834,1972,False,3,0,0,0,3,2,True,4,3,35139.6489,2
835,1972,False,3,0,0,0,3,2,False,4,3,29330.0135,2
836,1972,True,3,1,0,0,1,3,True,4,2,30624.5035,0
